RentalMedianID,Postcode,Suburb,City,State,StateCode,1 BR Flat,2 BR Flat,3 BR Flat,4 BR Flat,1 BR House,2 BR House,3 BR House,4 BR House
8436,2586,Frogmore,Sydney,New South Wales,NSW,,,,,,,,
8437,2586,Boorowa,Sydney,New South Wales,NSW,,,,,,,,
8438,2586,Godfreys Creek,Sydney,New South Wales,NSW,,,,,,,,
8439,2586,Goba Creek,Sydney,New South Wales,NSW,,,,,,,,
8440,2587,Murrumburrah,Sydney,New South Wales,NSW,,,,,,,,
8441,2587,Mcmahons Reef,Sydney,New South Wales,NSW,,,,,,,,
8442,2587,Nubba,Sydney,New South Wales,NSW,,,,,,,,
8443,2587,Wombat,Sydney,New South Wales,NSW,,,,,,,,
8444,2587,Prunevale,Sydney,New South Wales,NSW,,,,,,,,
8445,2587,Kingsvale,Sydney,New South Wales,NSW,,,,,,,,
8446,2587,Cunningar,Sydney,New South Wales,NSW,,,,,,,,
8447,2587,Aurville,Sydney,New South Wales,NSW,,,,,,,,
8448,2587,Demondrille,Sydney,New South Wales,NSW,,,,,,,,
8449,2587,Harden,Sydney,New South Wales,NSW,,,,,,,,
8450,2587,Garangula,Sydney,New South Wales,NSW,,,,,,,,
8451,2588,Wallendbeen,Sydney,New South Wales,NSW,,,,,,,,
8452,2590,Illabo,Sydney,New South Wales,NSW,,170,,,,,250,
8453,2590,Cootamundra,Sydney,New South Wales,NSW,,170,,,,,250,
8454,2590,Bethungra,Sydney,New South Wales,NSW,,170,,,,,250,
8455,2594,Thuddungra,Sydney,New South Wales,NSW,,230,,,,230,260,330
8456,2594,Monteagle,Sydney,New South Wales,NSW,,230,,,,230,260,330
8457,2594,Milvale,Sydney,New South Wales,NSW,,230,,,,230,260,330
8458,2594,Young,Sydney,New South Wales,NSW,,230,,,,230,260,330
8459,2594,Weedallion,Sydney,New South Wales,NSW,,230,,,,230,260,330
8460,2594,Tubbul,Sydney,New South Wales,NSW,,230,,,,230,260,330
8461,2594,Memagong,Sydney,New South Wales,NSW,,230,,,,230,260,330
8462,2594,Bulla Creek,Sydney,New South Wales,NSW,,230,,,,230,260,330
8463,2594,Bribbaree,Sydney,New South Wales,NSW,,230,,,,230,260,330
8464,2594,Berthong,Sydney,New South Wales,NSW,,230,,,,230,260,330
8465,2594,Maimuru,Sydney,New South Wales,NSW,,230,,,,230,260,330
8466,2594,Kikiamah,Sydney,New South Wales,NSW,,230,,,,230,260,330
8467,2594,Burrangong,Sydney,New South Wales,NSW,,230,,,,230,260,330
8468,2611,Bimberi,Sydney,New South Wales,NSW,,,,,,,,
8469,2611,Cooleman,Sydney,New South Wales,NSW,,,,,,,,
8470,2611,Brindabella,Sydney,New South Wales,NSW,,,,,,,,
8471,2618,Wallaroo,Sydney,New South Wales,NSW,,,,,,,,
8472,2618,Nanima,Sydney,New South Wales,NSW,,,,,,,,
8473,2618,Springrange,Sydney,New South Wales,NSW,,,,,,,,
8474,2618,Hall,Canberra,Australian Capital Territory,NSW,,,,,,,,
8475,2619,Jerrabomberra,Sydney,New South Wales,NSW,,,,,,,,670
8476,2620,Queanbeyan East,Canberra,New South Wales,NSW,220,288,,,300,365,450,640
8477,2620,Queanbeyan West,Canberra,New South Wales,NSW,220,288,,,300,365,450,640
8478,2620,Letchworth,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8479,2620,Karabar,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8480,2620,Queanbeyan,Canberra,New South Wales,NSW,220,288,,,300,365,450,640
8481,2620,Michelago,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8482,2620,Royalla,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8483,2620,Tinderry,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8484,2620,Urila,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8485,2620,Tralee,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8486,2620,Sutton,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8487,2620,The Angle,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8488,2620,The Ridgeway,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8489,2620,Gundaroo,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8490,2620,Hume,Canberra,Australian Capital Territory,NSW,,,,,,,,
8491,2620,Burra,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8492,2620,Top Naas,Canberra,Australian Capital Territory,NSW,,,,,,,,
8493,2620,Tharwa,Canberra,Australian Capital Territory,NSW,,,,,,,,
8494,2620,Oaks Estate,Canberra,Australian Capital Territory,NSW,,,,,,,,
8495,2620,Carwoola,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8496,2620,Environa,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8497,2620,Googong,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8498,2620,Greenleigh,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8499,2620,Clear Range,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8500,2620,Crestwood,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8501,2620,Dodsworth,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8502,2620,Williamsdale,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8503,2620,Wamboin,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8504,2620,Yarrow,Sydney,New South Wales,NSW,220,288,,,300,365,450,640
8505,2621,Bywong,Sydney,New South Wales,NSW,,,,,,,,580
8506,2621,Primrose Valley,Sydney,New South Wales,NSW,,,,,,,,580
8507,2621,Hoskinstown,Sydney,New South Wales,NSW,,,,,,,,580
8508,2621,Forbes Creek,Sydney,New South Wales,NSW,,,,,,,,580
8509,2621,Bungendore,Sydney,New South Wales,NSW,,,,,,,,580
8510,2621,Anembo,Sydney,New South Wales,NSW,,,,,,,,580
8511,2621,Rossi,Sydney,New South Wales,NSW,,,,,,,,580
8512,2622,Larbert,Sydney,New South Wales,NSW,,,,,,,,
8513,2622,Braidwood,Sydney,New South Wales,NSW,,,,,,,,
8514,2622,Budawang,Sydney,New South Wales,NSW,,,,,,,,
8515,2622,Mongarlowe,Sydney,New South Wales,NSW,,,,,,,,
8516,2622,Krawarree,Sydney,New South Wales,NSW,,,,,,,,
8517,2622,Boro,Sydney,New South Wales,NSW,,,,,,,,
8518,2622,Merricumbene,Sydney,New South Wales,NSW,,,,,,,,
8519,2622,Berlang,Sydney,New South Wales,NSW,,,,,,,,
8520,2622,Monga,Sydney,New South Wales,NSW,,,,,,,,
8521,2622,Marlowe,Sydney,New South Wales,NSW,,,,,,,,
8522,2622,Majors Creek,Sydney,New South Wales,NSW,,,,,,,,
8523,2622,Manar,Sydney,New South Wales,NSW,,,,,,,,
8524,2622,Bombay,Sydney,New South Wales,NSW,,,,,,,,
8525,2622,Jingera,Sydney,New South Wales,NSW,,,,,,,,
8526,2622,Corang,Sydney,New South Wales,NSW,,,,,,,,
8527,2622,Gundillion,Sydney,New South Wales,NSW,,,,,,,,
8528,2622,Harolds Cross,Sydney,New South Wales,NSW,,,,,,,,
8529,2622,Durran Durra,Sydney,New South Wales,NSW,,,,,,,,
8530,2622,Endrick,Sydney,New South Wales,NSW,,,,,,,,
8531,2622,Farringdon,Sydney,New South Wales,NSW,,,,,,,,
8532,2622,Coolumburra,Sydney,New South Wales,NSW,,,,,,,,
8533,2622,Jerrabattgulla,Sydney,New South Wales,NSW,,,,,,,,
8534,2622,Jinden,Sydney,New South Wales,NSW,,,,,,,,
8535,2622,Bulee,Sydney,New South Wales,NSW,,,,,,,,
8536,2622,Hereford Hall,Sydney,New South Wales,NSW,,,,,,,,
8537,2622,Jembaicumbene,Sydney,New South Wales,NSW,,,,,,,,
8538,2622,Charleys Forest,Sydney,New South Wales,NSW,,,,,,,,
8539,2622,Bendoura,Sydney,New South Wales,NSW,,,,,,,,
8540,2622,St George,Sydney,New South Wales,NSW,,,,,,,,
8541,2622,Tianjara,Sydney,New South Wales,NSW,,,,,,,,
8542,2622,Snowball,Sydney,New South Wales,NSW,,,,,,,,
8543,2622,Araluen,Sydney,New South Wales,NSW,,,,,,,,
8544,2622,Sassafras,Sydney,New South Wales,NSW,,,,,,,,
8545,2622,Tomboye,Sydney,New South Wales,NSW,,,,,,,,
8546,2622,Wyanbene,Sydney,New South Wales,NSW,,,,,,,,
8547,2622,Kindervale,Sydney,New South Wales,NSW,,,,,,,,
8548,2622,Wog Wog,Sydney,New South Wales,NSW,,,,,,,,
8549,2622,Touga,Sydney,New South Wales,NSW,,,,,,,,
8550,2622,Warri,Sydney,New South Wales,NSW,,,,,,,,
8551,2622,Neringla,Sydney,New South Wales,NSW,,,,,,,,
8552,2622,Nerriga,Sydney,New South Wales,NSW,,,,,,,,
8553,2622,Ballalaba,Sydney,New South Wales,NSW,,,,,,,,
8554,2622,Mulloon,Sydney,New South Wales,NSW,,,,,,,,
8555,2622,Murrengenburg,Sydney,New South Wales,NSW,,,,,,,,
8556,2622,Back Creek,Sydney,New South Wales,NSW,,,,,,,,
8557,2622,Palerang,Sydney,New South Wales,NSW,,,,,,,,
8558,2622,Reidsdale,Sydney,New South Wales,NSW,,,,,,,,
8559,2622,Araluen North,Sydney,New South Wales,NSW,,,,,,,,
8560,2622,Northangera,Sydney,New South Wales,NSW,,,,,,,,
8561,2622,Oallen,Sydney,New South Wales,NSW,,,,,,,,
8562,2623,Captains Flat,Sydney,New South Wales,NSW,,,,,,,,
8563,2624,Perisher Valley,Sydney,New South Wales,NSW,,,,,,,,
8564,2624,Kosciuszko,Sydney,New South Wales,NSW,,,,,,,,
8565,2625,Thredbo,Sydney,New South Wales,NSW,,,,,,,,
8566,2625,Thredbo Village,Sydney,New South Wales,NSW,,,,,,,,
8567,2626,Bredbo,Sydney,New South Wales,NSW,,,,,,,,
8568,2626,Bumbalong,Sydney,New South Wales,NSW,,,,,,,,
8569,2626,Colinton,Sydney,New South Wales,NSW,,,,,,,,
8570,2627,East Jindabyne,Sydney,New South Wales,NSW,,290,390,,,,390,
8571,2627,Moonbah,Sydney,New South Wales,NSW,,290,390,,,,390,
8572,2627,Crackenback,Sydney,New South Wales,NSW,,290,390,,,,390,
8573,2627,Pilot Wilderness,Sydney,New South Wales,NSW,,290,390,,,,390,
8574,2627,Hill Top,Sydney,New South Wales,NSW,,290,390,,,,390,
8575,2627,Ingebirah,Sydney,New South Wales,NSW,,290,390,,,,390,
8576,2627,Gungarlin,Sydney,New South Wales,NSW,,290,390,,,,390,
8577,2627,Jindabyne,Sydney,New South Wales,NSW,,290,390,,,,390,
8578,2627,Kalkite,Sydney,New South Wales,NSW,,290,390,,,,390,
8579,2627,Grosses Plain,Sydney,New South Wales,NSW,,290,390,,,,390,
8580,2628,Beloka,Sydney,New South Wales,NSW,,,,,,,,
8581,2628,Paupong,Sydney,New South Wales,NSW,,,,,,,,
8582,2628,Avonside,Sydney,New South Wales,NSW,,,,,,,,
8583,2628,Snowy Plains,Sydney,New South Wales,NSW,,,,,,,,
8584,2628,Eucumbene,Sydney,New South Wales,NSW,,,,,,,,
8585,2628,Eucumbene Cove,Sydney,New South Wales,NSW,,,,,,,,
8586,2628,Rocky Plain,Sydney,New South Wales,NSW,,,,,,,,
8587,2628,Nimmo,Sydney,New South Wales,NSW,,,,,,,,
8588,2628,Numbla Vale,Sydney,New South Wales,NSW,,,,,,,,
8589,2628,Braemar,Sydney,New South Wales,NSW,,,,,,,,
8590,2628,Berridale,Sydney,New South Wales,NSW,,,,,,,,
8591,2628,Byadbo Wilderness,Sydney,New South Wales,NSW,,,,,,,,
8592,2628,Dalgety,Sydney,New South Wales,NSW,,,,,,,,
8593,2628,Cootralantra,Sydney,New South Wales,NSW,,,,,,,,
8594,2629,Yaouk,Sydney,New South Wales,NSW,,,,,,,,
8595,2629,Bolaro,Sydney,New South Wales,NSW,,,,,,,,
8596,2629,Cabramurra,Sydney,New South Wales,NSW,,,,,,,,
8597,2629,Adaminaby,Sydney,New South Wales,NSW,,,,,,,,
8598,2629,Anglers Reach,Sydney,New South Wales,NSW,,,,,,,,
8599,2629,Providence Portal,Sydney,New South Wales,NSW,,,,,,,,
8600,2629,Tantangara,Sydney,New South Wales,NSW,,,,,,,,
8601,2629,Long Plain,Sydney,New South Wales,NSW,,,,,,,,
8602,2629,Old Adaminaby,Sydney,New South Wales,NSW,,,,,,,,
8603,2630,Murrumbucca,Sydney,New South Wales,NSW,,180,,,,,290,350
8604,2630,Middlingbank,Sydney,New South Wales,NSW,,180,,,,,290,350
8605,2630,Numeralla,Sydney,New South Wales,NSW,,180,,,,,290,350
8606,2630,Myalla,Sydney,New South Wales,NSW,,180,,,,,290,350
8607,2630,Middle Flat,Sydney,New South Wales,NSW,,180,,,,,290,350
8608,2630,Jerangle,Sydney,New South Wales,NSW,,180,,,,,290,350
8609,2630,Ironmungy,Sydney,New South Wales,NSW,,180,,,,,290,350
8610,2630,Maffra,Sydney,New South Wales,NSW,,180,,,,,290,350
8611,2630,Jimenbuen,Sydney,New South Wales,NSW,,180,,,,,290,350
8612,2630,Pine Valley,Sydney,New South Wales,NSW,,180,,,,,290,350
8613,2630,The Brothers,Sydney,New South Wales,NSW,,180,,,,,290,350
8614,2630,Springfield,Sydney,New South Wales,NSW,,180,,,,,290,350
8615,2630,Wambrook,Sydney,New South Wales,NSW,,180,,,,,290,350
8616,2630,Tuross,Sydney,New South Wales,NSW,,180,,,,,290,350
8617,2630,Shannons Flat,Sydney,New South Wales,NSW,,180,,,,,290,350
8618,2630,Rhine Falls,Sydney,New South Wales,NSW,,180,,,,,290,350
8619,2630,Polo Flat,Sydney,New South Wales,NSW,,180,,,,,290,350
8620,2630,Rose Valley,Sydney,New South Wales,NSW,,180,,,,,290,350
8621,2630,Rock Flat,Sydney,New South Wales,NSW,,180,,,,,290,350
8622,2630,Glen Fergus,Sydney,New South Wales,NSW,,180,,,,,290,350
8623,2630,Buckenderra,Sydney,New South Wales,NSW,,180,,,,,290,350
8624,2630,Bobundara,Sydney,New South Wales,NSW,,180,,,,,290,350
8625,2630,Bungarby,Sydney,New South Wales,NSW,,180,,,,,290,350
8626,2630,Carlaminda,Sydney,New South Wales,NSW,,180,,,,,290,350
8627,2630,Bunyan,Sydney,New South Wales,NSW,,180,,,,,290,350
8628,2630,Arable,Sydney,New South Wales,NSW,,180,,,,,290,350
8629,2630,Peak View,Sydney,New South Wales,NSW,,180,,,,,290,350
8630,2630,Badja,Sydney,New South Wales,NSW,,180,,,,,290,350
8631,2630,Binjura,Sydney,New South Wales,NSW,,180,,,,,290,350
8632,2630,Billilingra,Sydney,New South Wales,NSW,,180,,,,,290,350
8633,2630,Dangelong,Sydney,New South Wales,NSW,,180,,,,,290,350
8634,2630,Countegany,Sydney,New South Wales,NSW,,180,,,,,290,350
8635,2630,Frying Pan,Sydney,New South Wales,NSW,,180,,,,,290,350
8636,2630,Dry Plain,Sydney,New South Wales,NSW,,180,,,,,290,350
8637,2630,Cooma North,Sydney,New South Wales,NSW,,180,,,,,290,350
8638,2630,Chakola,Sydney,New South Wales,NSW,,180,,,,,290,350
8639,2630,Dairymans Plains,Sydney,New South Wales,NSW,,180,,,,,290,350
8640,2630,Coolringdon,Sydney,New South Wales,NSW,,180,,,,,290,350
8641,2630,Cooma,Sydney,New South Wales,NSW,,180,,,,,290,350
8642,2631,Mount Cooper,Sydney,New South Wales,NSW,,,,,,,,
8643,2631,Kybeyan,Sydney,New South Wales,NSW,,,,,,,,
8644,2631,Nimmitabel,Sydney,New South Wales,NSW,,,,,,,,
8645,2631,Winifred,Sydney,New South Wales,NSW,,,,,,,,
8646,2631,Steeple Flat,Sydney,New South Wales,NSW,,,,,,,,
8647,2631,Greenlands,Sydney,New South Wales,NSW,,,,,,,,
8648,2631,Boco,Sydney,New South Wales,NSW,,,,,,,,
8649,2631,Holts Flat,Sydney,New South Wales,NSW,,,,,,,,
8650,2631,Creewah,Sydney,New South Wales,NSW,,,,,,,,
8651,2631,Ando,Sydney,New South Wales,NSW,,,,,,,,
8652,2631,Glen Allen,Sydney,New South Wales,NSW,,,,,,,,
8653,2632,Merriangaah,Sydney,New South Wales,NSW,,,,,,,,
8654,2632,Mila,Sydney,New South Wales,NSW,,,,,,,,
8655,2632,Gunningrah,Sydney,New South Wales,NSW,,,,,,,,
8656,2632,Lords Hill,Sydney,New South Wales,NSW,,,,,,,,
8657,2632,Mount Darragh,Sydney,New South Wales,NSW,,,,,,,,
8658,2632,Rockton,Sydney,New South Wales,NSW,,,,,,,,
8659,2632,Quidong,Sydney,New South Wales,NSW,,,,,,,,
8660,2632,Paddys Flat,Sydney,New South Wales,NSW,,,,,,,,
8661,2632,Rosemeath,Sydney,New South Wales,NSW,,,,,,,,
8662,2632,Bibbenluke,Sydney,New South Wales,NSW,,,,,,,,
8663,2632,Palarang,Sydney,New South Wales,NSW,,,,,,,,
8664,2632,Bondi Forest,Sydney,New South Wales,NSW,,,,,,,,
8665,2632,Bombala,Sydney,New South Wales,NSW,,,,,,,,
8666,2632,Bukalong,Sydney,New South Wales,NSW,,,,,,,,
8667,2632,Craigie,Sydney,New South Wales,NSW,,,,,,,,
8668,2632,Coolumbooka,Sydney,New South Wales,NSW,,,,,,,,
8669,2632,Cathcart,Sydney,New South Wales,NSW,,,,,,,,
8670,2632,Cambalong,Sydney,New South Wales,NSW,,,,,,,,
8671,2633,Corrowong,Sydney,New South Wales,NSW,,,,,,,,
8672,2633,Delegate,Sydney,New South Wales,NSW,,,,,,,,
8673,2633,Tombong,Sydney,New South Wales,NSW,,,,,,,,
8674,2640,Glenroy,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8675,2640,Lake Hume Village,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8676,2640,Moorwatha,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8677,2640,Ettamogah,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8678,2640,Albury,Albury,New South Wales,NSW,160,220,260,,,250,300,390
8679,2640,Bungowannah,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8680,2640,East Albury,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8681,2640,Thurgoona,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8682,2640,Talmalmo,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8683,2640,West Albury,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8684,2640,Wymah,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8685,2640,Wirlinga,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8686,2640,Ournie,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8687,2640,North Albury,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8688,2640,South Albury,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8689,2640,Table Top,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8690,2640,Splitters Creek,Albury,New South Wales,NSW,163,230,310,,,270,300,400
8691,2641,Springdale Heights,Albury,New South Wales,NSW,,198,250,,,225,293,350
8692,2641,Lavington,Albury,New South Wales,NSW,,198,250,,,225,293,350
8693,2641,Hamilton Valley,Albury,New South Wales,NSW,,198,250,,,225,293,350
8694,2642,Murray Gorge,Sydney,New South Wales,NSW,,,,,,,,
8695,2642,Rand,Sydney,New South Wales,NSW,,,,,,,,
8696,2642,Khancoban,Sydney,New South Wales,NSW,,,,,,,,
8697,2642,Jindera,Sydney,New South Wales,NSW,,,,,,,,
8698,2642,Jingellic,Sydney,New South Wales,NSW,,,,,,,,
8699,2642,Yerong Creek,Sydney,New South Wales,NSW,,,,,,,,
8700,2642,Jagumba,Sydney,New South Wales,NSW,,,,,,,,
8701,2642,Welaregang,Sydney,New South Wales,NSW,,,,,,,,
8702,2642,Tooma,Sydney,New South Wales,NSW,,,,,,,,
8703,2642,Walbundrie,Sydney,New South Wales,NSW,,,,,,,,
8704,2642,Burrumbuttock,Sydney,New South Wales,NSW,,,,,,,,
8705,2642,Geehi,Sydney,New South Wales,NSW,,,,,,,,
8706,2642,Bidgeemia,Sydney,New South Wales,NSW,,,,,,,,
8707,2642,Brocklesby,Sydney,New South Wales,NSW,,,,,,,,
8708,2642,Gerogery,Sydney,New South Wales,NSW,,,,,,,,
8709,2642,Indi,Sydney,New South Wales,NSW,,,,,,,,
8710,2642,Jagungal Wilderness,Sydney,New South Wales,NSW,,,,,,,,
8711,2642,Glenellen,Sydney,New South Wales,NSW,,,,,,,,
8712,2642,Greg Greg,Sydney,New South Wales,NSW,,,,,,,,
8713,2643,Howlong,Sydney,New South Wales,NSW,,,,,,,,
8714,2644,Mullengandra,Sydney,New South Wales,NSW,,,,,,,,
8715,2644,Mountain Creek,Sydney,New South Wales,NSW,,,,,,,,
8716,2644,Woomargama,Sydney,New South Wales,NSW,,,,,,,,
8717,2644,Wantagong,Sydney,New South Wales,NSW,,,,,,,,
8718,2644,Little Billabong,Sydney,New South Wales,NSW,,,,,,,,
8719,2644,Coppabella,Sydney,New South Wales,NSW,,,,,,,,
8720,2644,Bowna,Sydney,New South Wales,NSW,,,,,,,,
8721,2644,Lankeys Creek,Sydney,New South Wales,NSW,,,,,,,,
8722,2644,Holbrook,Sydney,New South Wales,NSW,,,,,,,,
8723,2645,Yuluma,Sydney,New South Wales,NSW,,,,,,,,
8724,2645,Urana,Sydney,New South Wales,NSW,,,,,,,,
8725,2645,Coonong,Sydney,New South Wales,NSW,,,,,,,,
8726,2646,Coads Tank,Sydney,New South Wales,NSW,,155,,,,,248,
8727,2646,Collendina,Sydney,New South Wales,NSW,,155,,,,,248,
8728,2646,Buraja,Sydney,New South Wales,NSW,,155,,,,,248,
8729,2646,Balldale,Sydney,New South Wales,NSW,,155,,,,,248,
8730,2646,Bull Plain,Sydney,New South Wales,NSW,,155,,,,,248,
8731,2646,Rennie,Sydney,New South Wales,NSW,,155,,,,,248,
8732,2646,Redlands,Sydney,New South Wales,NSW,,155,,,,,248,
8733,2646,Oaklands,Sydney,New South Wales,NSW,,155,,,,,248,
8734,2646,Savernake,Sydney,New South Wales,NSW,,155,,,,,248,
8735,2646,Sanger,Sydney,New South Wales,NSW,,155,,,,,248,
8736,2646,Ringwood,Sydney,New South Wales,NSW,,155,,,,,248,
8737,2646,Nyora,Sydney,New South Wales,NSW,,155,,,,,248,
8738,2646,Daysdale,Sydney,New South Wales,NSW,,155,,,,,248,
8739,2646,Corowa,Sydney,New South Wales,NSW,,155,,,,,248,
8740,2646,Coreen,Sydney,New South Wales,NSW,,155,,,,,248,
8741,2646,Lowesdale,Sydney,New South Wales,NSW,,155,,,,,248,
8742,2646,Hopefield,Sydney,New South Wales,NSW,,155,,,,,248,
8743,2646,Goombargana,Sydney,New South Wales,NSW,,155,,,,,248,
8744,2647,Mulwala,Sydney,New South Wales,NSW,,,,,,,,
8745,2648,Pooncarie,Sydney,New South Wales,NSW,,,,,,,,
8746,2648,Pomona,Sydney,New South Wales,NSW,,,,,,,,
8747,2648,Rufus River,Sydney,New South Wales,NSW,,,,,,,,
8748,2648,Wentworth,Sydney,New South Wales,NSW,60,,,,,,,
8749,2648,Scotia,Sydney,New South Wales,NSW,,,,,,,,
8750,2648,Pan Ban,Sydney,New South Wales,NSW,,,,,,,,
8751,2648,Cal Lal,Sydney,New South Wales,NSW,,,,,,,,
8752,2648,Boeill Creek,Sydney,New South Wales,NSW,,,,,,,,
8753,2648,Curlwaa,Sydney,New South Wales,NSW,,,,,,,,
8754,2648,Palinyewah,Sydney,New South Wales,NSW,,,,,,,,
8755,2648,Mourquong,Sydney,New South Wales,NSW,,,,,,,,
8756,2649,Nurenmerenmong,Sydney,New South Wales,NSW,,,,,,,,
8757,2649,Laurel Hill,Sydney,New South Wales,NSW,,,,,,,,
8758,2650,Borambola,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8759,2650,Oberne Creek,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8760,2650,North Wagga Wagga,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8761,2650,Mount Austin,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8762,2650,Rowan,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8763,2650,Pulletop,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8764,2650,Oura,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8765,2650,Moorong,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8766,2650,Kyeamba,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8767,2650,Kooringal,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8768,2650,Hillgrove,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8769,2650,Maxwell,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8770,2650,Lloyd,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8771,2650,Lake Albert,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8772,2650,San Isidore,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8773,2650,Wagga Wagga South,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8774,2650,Wagga Wagga,Wagga Wagga,New South Wales,NSW,200,240,330,,,275,320,410
8775,2650,Turvey Park,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8776,2650,Wantabadgery,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8777,2650,Westdale,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8778,2650,Wallacetown,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8779,2650,Yarragundry,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8780,2650,Tatton,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8781,2650,Springvale,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8782,2650,South Wagga Wagga,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8783,2650,Tolland,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
8784,2650,The Gap,Wagga Wagga,New South Wales,NSW,200,240,330,,,278,323,410
