PropertyMedianID,Suburb,PropertyMedian,UpdatedYear
808,GILLES PLAINS,380000,2017
809,GILLMAN,,2017
810,GLANVILLE,393500,2017
811,GREENACRES,429500,2017
812,HAMPSTEAD GARDENS,460000,2017
813,HILLCREST,431000,2017
814,HOLDEN HILL,357500,2017
815,KILBURN,462500,2017
816,KLEMZIG,500000,2017
817,LARGS BAY,566000,2017
818,LARGS NORTH,460000,2017
819,LIGHTSVIEW,505000,2017
820,MANNINGHAM,650000,2017
821,MANSFIELD PARK,419000,2017
822,NEW PORT,,2017
823,NORTH HAVEN,455000,2017
824,NORTHFIELD,410000,2017
825,NORTHGATE,578000,2017
826,OAKDEN,476000,2017
827,OSBORNE,350000,2017
828,OTTOWAY,387500,2017
829,OUTER HARBOR,,2017
830,OVINGHAM,,2017
831,PETERHEAD,500000,2017
832,PORT ADELAIDE,560000,2017
833,PROSPECT,725000,2017
834,QUEENSTOWN,380000,2017
835,REGENCY PARK,,2017
836,ROSEWATER,350000,2017
837,SEFTON PARK,590000,2017
838,SEMAPHORE,628000,2017
839,SEMAPHORE SOUTH,666500,2017
840,TAPEROO,370000,2017
841,VALLEY VIEW,416000,2017
842,WALKLEY HEIGHTS,537500,2017
843,WINDSOR GARDENS,457000,2017
844,WINGFIELD,309000,2017
845,WOODVILLE GARDENS,413000,2017
846,BROADVIEW,524000,2017
847,COLLINSWOOD,830000,2017
848,FITZROY,1350000,2017
849,MEDINDIE GARDENS,,2017
850,NAILSWORTH,590000,2017
851,OVINGHAM,,2017
852,PROSPECT,725000,2017
853,SEFTON PARK,590000,2017
854,THORNGATE,,2017
855,BOLIVAR,,2017
856,BRAHMA LODGE,260000,2017
857,BURTON,295000,2017
858,CAVAN,,2017
859,DIREK,335000,2017
860,DRY CREEK,,2017
861,EDINBURGH,,2017
862,ELIZABETH VALE,235000,2017
863,GLOBE DERBY PARK,,2017
864,GREEN FIELDS,,2017
865,GULFVIEW HEIGHTS,408750,2017
866,INGLE FARM,325000,2017
867,MAWSON LAKES,520000,2017
868,MODBURY HEIGHTS,392500,2017
869,PARA HILLS,320000,2017
870,PARA HILLS WEST,335000,2017
871,PARA VISTA,302500,2017
872,PARAFIELD GARDENS,342750,2017
873,PARALOWIE,324250,2017
874,POORAKA,367000,2017
875,SALISBURY,320000,2017
876,SALISBURY DOWNS,306000,2017
877,SALISBURY EAST,302000,2017
878,SALISBURY HEIGHTS,370000,2017
879,SALISBURY NORTH,276500,2017
880,SALISBURY PARK,285000,2017
881,SALISBURY PLAIN,340000,2017
882,SALISBURY SOUTH,,2017
883,ST KILDA,,2017
884,VALLEY VIEW,416000,2017
885,WALKLEY HEIGHTS,537500,2017
886,WATERLOO CORNER,,2017
887,BANKSIA PARK,400800,2017
888,DERNANCOURT,540000,2017
889,FAIRVIEW PARK,346250,2017
890,GILLES PLAINS,380000,2017
891,GOLDEN GROVE,485000,2017
892,GOULD CREEK,,2017
893,GREENWITH,458000,2017
894,GULFVIEW HEIGHTS,408750,2017
895,HIGHBURY,457500,2017
896,HOLDEN HILL,357500,2017
897,HOPE VALLEY,382500,2017
898,MODBURY,370000,2017
899,MODBURY HEIGHTS,392500,2017
900,MODBURY NORTH,348000,2017
901,REDWOOD PARK,395000,2017
902,RIDGEHAVEN,356500,2017
903,SALISBURY EAST,302000,2017
904,SALISBURY HEIGHTS,370000,2017
905,ST AGNES,425000,2017
906,SURREY DOWNS,395750,2017
907,TEA TREE GULLY,366500,2017
908,VALLEY VIEW,416000,2017
909,VISTA,374000,2017
910,WYNN VALE,378500,2017
911,YATALA VALE,451000,2017
912,BLACK FOREST,823750,2017
913,CLARENCE PARK,674000,2017
914,EVERARD PARK,611000,2017
915,FORESTVILLE,,2017
916,FULLARTON,817000,2017
917,GOODWOOD,652500,2017
918,HIGHGATE,777500,2017
919,HYDE PARK,1160000,2017
920,KESWICK,,2017
921,KINGS PARK,760000,2017
922,MALVERN,1395500,2017
923,MILLSWOOD,962000,2017
924,MYRTLE BANK,850000,2017
925,PARKSIDE,721000,2017
926,UNLEY,888000,2017
927,UNLEY PARK,1716500,2017
928,WAYVILLE,780000,2017
929,GILBERTON,900500,2017
930,MEDINDIE,1310000,2017
931,VALE PARK,666000,2017
932,WALKERVILLE,1300000,2017
933,ADELAIDE AIRPORT,,2017
934,ASHFORD,530000,2017
935,BROOKLYN PARK,472500,2017
936,CAMDEN PARK,595000,2017
937,COWANDILLA,505000,2017
938,FULHAM,592500,2017
939,GLANDORE,733000,2017
940,GLENELG NORTH,680000,2017
941,HILTON,,2017
942,KESWICK,,2017
943,KESWICK TERMINAL,,2017
944,KURRALTA PARK,595000,2017
945,LOCKLEYS,702500,2017
946,MARLESTON,686000,2017
947,MILE END,567000,2017
948,MILE END SOUTH,,2017
949,NETLEY,473500,2017
950,NORTH PLYMPTON,579000,2017
951,NOVAR GARDENS,606000,2017
952,PLYMPTON,541600,2017
953,RICHMOND,498500,2017
954,THEBARTON,568000,2017
955,TORRENSVILLE,532000,2017
956,UNDERDALE,540000,2017
957,WEST BEACH,670000,2017
958,WEST RICHMOND,419600,2017
959,ADELAIDE,861000,2018
960,NORTH ADELAIDE,2195500,2018
961,ALDGATE,696000,2018
962,ASHTON,681200,2018
963,BASKET RANGE,,2018
964,BELAIR,585000,2018
965,BRADBURY,,2018
966,BRIDGEWATER,490000,2018
967,CAREY GULLY,,2018
968,CASTAMBUL,,2018
969,CHERRYVILLE,,2018
970,CLELAND,,2018
971,CRAFERS,835250,2018
972,CRAFERS WEST,555000,2018
973,DORSET VALE,,2018
974,GREENHILL,,2018
975,HEATHFIELD,700000,2018
976,HORSNELL GULLY,,2018
977,HUMBUG SCRUB,,2018
978,IRONBANK,,2018
979,LONGWOOD,,2018
980,MARBLE HILL,,2018
981,MONTACUTE,490000,2018
982,MOUNT GEORGE,485000,2018
983,MYLOR,,2018
984,NORTON SUMMIT,690000,2018
985,PICCADILLY,794000,2018
986,ROSTREVOR,612500,2018
987,SCOTT CREEK,,2018
988,STIRLING,690000,2018
989,STONYFELL,1102500,2018
990,SUMMERTOWN,550000,2018
991,TERINGIE,639000,2018
992,UPPER STURT,477500,2018
993,URAIDLA,680000,2018
994,WATERFALL GULLY,688500,2018
995,WOODFORDE,718500,2018
996,AULDANA,1200000,2018
997,BEAUMONT,963000,2018
998,BEULAH PARK,757000,2018
999,BURNSIDE,769000,2018
1000,DULWICH,1288000,2018
1001,EASTWOOD,527000,2018
1002,ERINDALE,1405000,2018
1003,FREWVILLE,,2018
1004,GLEN OSMOND,1105000,2018
1005,GLENSIDE,885000,2018
1006,GLENUNGA,1275000,2018
1007,HAZELWOOD PARK,1169000,2018
1008,HORSNELL GULLY,,2018
1009,KENSINGTON GARDENS,1208500,2018
1010,KENSINGTON PARK,1235000,2018
1011,LEABROOK,920050,2018
1012,LEAWOOD GARDENS,,2018
1013,LINDEN PARK,890000,2018
1014,MAGILL,673750,2018
1015,MOUNT OSMOND,707500,2018
1016,ROSE PARK,1684000,2018
1017,ROSSLYN PARK,766100,2018
1018,SKYE,945000,2018
1019,ST GEORGES,1300000,2018
1020,STONYFELL,1102500,2018
1021,TOORAK GARDENS,1375000,2018
1022,TUSMORE,1250000,2018
1023,WATERFALL GULLY,688500,2018
1024,WATTLE PARK,940000,2018
1025,ATHELSTONE,556100,2018
1026,CAMPBELLTOWN,572000,2018
1027,HECTORVILLE,565000,2018
1028,MAGILL,673750,2018
1029,NEWTON,502000,2018
1030,PARADISE,539000,2018
1031,ROSTREVOR,612500,2018
1032,TRANMERE,817400,2018
1033,ALBERT PARK,429000,2018
1034,ALLENBY GARDENS,516000,2018
1035,ATHOL PARK,385000,2018
1036,BEVERLEY,475000,2018
1037,BOWDEN,648000,2018
1038,BROMPTON,575000,2018
1039,CHELTENHAM,440000,2018
1040,CROYDON,525000,2018
1041,DEVON PARK,496500,2018
1042,FINDON,512000,2018
1043,FLINDERS PARK,565000,2018
1044,FULHAM GARDENS,696000,2018
1045,GRANGE,666000,2018
1046,HENDON,440000,2018
1047,HENLEY BEACH,843000,2018
1048,HENLEY BEACH SOUTH,940500,2018
1049,HINDMARSH,470000,2018
1050,KIDMAN PARK,625000,2018
1051,KILKENNY,482500,2018
1052,OVINGHAM,840000,2018
1053,PENNINGTON,426000,2018
1054,RENOWN PARK,428500,2018
1055,RIDLEYTON,530000,2018
1056,ROSEWATER,414000,2018
1057,ROYAL PARK,442500,2018
1058,SEATON,517500,2018
1059,SEMAPHORE PARK,515000,2018
1060,ST CLAIR,672500,2018
1061,TENNYSON,2740000,2018
1062,WELLAND,845000,2018
1063,WEST BEACH,691250,2018
1064,WEST CROYDON,563750,2018
1065,WEST HINDMARSH,630000,2018
1066,WEST LAKES,712500,2018
1067,WEST LAKES SHORE,628500,2018
1068,WOODVILLE,633000,2018
1069,WOODVILLE NORTH,387000,2018
1070,WOODVILLE PARK,620000,2018
1071,WOODVILLE SOUTH,550000,2018
1072,WOODVILLE WEST,457500,2018
1073,BIBARINGA,,2018
1074,EVANSTON,259500,2018
1075,EVANSTON GARDENS,360000,2018
1076,EVANSTON PARK,358000,2018
1077,EVANSTON SOUTH,440860,2018
1078,GAWLER,373750,2018
1079,GAWLER EAST,365000,2018
1080,GAWLER SOUTH,457500,2018
1081,GAWLER WEST,375000,2018
1082,HILLIER,,2018
1083,KUDLA,,2018
1084,REID,350000,2018
1085,ULEYBURY,,2018
1086,WILLASTON,307750,2018
1087,BRIGHTON,684000,2018
1088,GLENELG,,2018
1089,GLENELG EAST,875000,2018
1090,GLENELG NORTH,775000,2018
1091,GLENELG SOUTH,1430000,2018
1092,HOVE,682500,2018
1093,KINGSTON PARK,675000,2018
1094,NORTH BRIGHTON,715000,2018
1095,SEACLIFF,763000,2018
1096,SEACLIFF PARK,552500,2018
1097,SOMERTON PARK,835000,2018
1098,SOUTH BRIGHTON,656250,2018
1099,ASCOT PARK,491000,2018
1100,BEDFORD PARK,495000,2018
1101,CLOVELLY PARK,566000,2018
1102,DARLINGTON,499000,2018
1103,DOVER GARDENS,492500,2018
1104,EDWARDSTOWN,535000,2018
1105,GLANDORE,680000,2018
1106,GLENGOWRIE,700000,2018
1107,HALLETT COVE,487500,2018
1108,LONSDALE,,2018
1109,MARINO,704000,2018
1110,MARION,511250,2018
1111,MITCHELL PARK,460000,2018
1112,MORPHETTVILLE,550000,2018
1113,OAKLANDS PARK,481000,2018
1114,O'HALLORAN HILL,386000,2018
1115,PARK HOLME,506500,2018
1116,PLYMPTON PARK,540000,2018
1117,SEACLIFF PARK,552500,2018
1118,SEACOMBE GARDENS,479000,2018
1119,SEACOMBE HEIGHTS,495500,2018
1120,SEAVIEW DOWNS,550000,2018
1121,SHEIDOW PARK,428000,2018
1122,SOUTH PLYMPTON,526500,2018
1123,STURT,460000,2018
1124,TONSLEY,,2018
1125,TROTT PARK,396000,2018
1126,WARRADALE,591000,2018
1127,BEDFORD PARK,495000,2018
1128,BELAIR,585000,2018
1129,BELLEVUE HEIGHTS,610000,2018
1130,BLACKWOOD,490000,2018
1131,BROWN HILL CREEK,,2018
1132,CLAPHAM,637000,2018
1133,CLARENCE GARDENS,650000,2018
1134,COLONEL LIGHT GARDENS,647000,2018
1135,COROMANDEL VALLEY,590000,2018
1136,CRAFERS WEST,555000,2018
1137,CRAIGBURN FARM,690000,2018
1138,CUMBERLAND PARK,715000,2018
1139,DAW PARK,595500,2018
1140,EDEN HILLS,575000,2018
1141,GLENALTA,585000,2018
1142,HAWTHORN,840000,2018
1143,HAWTHORNDENE,565000,2018
1144,KINGSWOOD,798000,2018
1145,LEAWOOD GARDENS,,2018
1146,LOWER MITCHAM,753500,2018
1147,LYNTON,885000,2018
1148,MELROSE PARK,700000,2018
1149,MITCHAM,1490000,2018
1150,NETHERBY,1360000,2018
1151,PANORAMA,655000,2018
1152,PASADENA,602175,2018
1153,SPRINGFIELD,1365000,2018
1154,ST MARYS,470000,2018
1155,TORRENS PARK,980000,2018
1156,UPPER STURT,477500,2018
1157,URRBRAE,850000,2018
1158,WESTBOURNE PARK,911500,2018
1159,COLLEGE PARK,1383000,2018
1160,EVANDALE,770000,2018
1161,FELIXSTOW,684688,2018
1162,FIRLE,700000,2018
1163,GLYNDE,760000,2018
1164,HACKNEY,,2018
1165,HEATHPOOL,,2018
1166,JOSLIN,1430000,2018
1167,KENSINGTON,702500,2018
1168,KENT TOWN,1642500,2018
1169,MARDEN,630000,2018
1170,MARRYATVILLE,850000,2018
1171,MAYLANDS,831000,2018
1172,NORWOOD,1102500,2018
1173,PAYNEHAM,650000,2018
1174,PAYNEHAM SOUTH,655000,2018
1175,ROYSTON PARK,1000000,2018
1176,ST MORRIS,860000,2018
1177,ST PETERS,1340000,2018
1178,STEPNEY,711000,2018
1179,TRINITY GARDENS,932250,2018
1180,ABERFOYLE PARK,465500,2018
1181,ALDINGA,550000,2018
1182,ALDINGA BEACH,345000,2018
1183,BLEWITT SPRINGS,,2018
1184,CHANDLERS HILL,723750,2018
1185,CHERRY GARDENS,,2018
1186,CHRISTIE DOWNS,265000,2018
1187,CHRISTIES BEACH,394650,2018
1188,CLARENDON,,2018
1189,COROMANDEL EAST,,2018
1190,COROMANDEL VALLEY,590000,2018
1191,CRAIGBURN FARM,690000,2018
1192,DARLINGTON,499000,2018
1193,DORSET VALE,,2018
1194,FLAGSTAFF HILL,478750,2018
1195,HACKHAM,309500,2018
1196,HACKHAM WEST,264000,2018
1197,HALLETT COVE,487500,2018
1198,HAPPY VALLEY,416000,2018
1199,HUNTFIELD HEIGHTS,296500,2018
1200,IRONBANK,,2018
1201,KANGARILLA,531500,2018
1202,LONSDALE,,2018
1203,MASLIN BEACH,428500,2018
1204,MCLAREN FLAT,460000,2018
1205,MCLAREN VALE,449750,2018
1206,MOANA,510000,2018
1207,MORPHETT VALE,301000,2018
1208,NOARLUNGA CENTRE,,2018
1209,NOARLUNGA DOWNS,326750,2018
1210,O'HALLORAN HILL,386000,2018
1211,OLD NOARLUNGA,385000,2018
1212,OLD REYNELLA,363750,2018
1213,ONKAPARINGA HILLS,426670,2018
1214,O'SULLIVAN BEACH,302500,2018
1215,PORT NOARLUNGA,437500,2018
1216,PORT NOARLUNGA SOUTH,430000,2018
1217,PORT WILLUNGA,392500,2018
1218,REYNELLA,342500,2018
1219,REYNELLA EAST,320000,2018
1220,SEAFORD,378750,2018
1221,SEAFORD HEIGHTS,398606,2018
1222,SEAFORD MEADOWS,395000,2018
1223,SEAFORD RISE,371250,2018
1224,SELLICKS BEACH,335000,2018
1225,SELLICKS HILL,,2018
1226,TATACHILLA,,2018
1227,THE RANGE,,2018
1228,VALE PARK,605000,2018
1229,WHITES VALLEY,,2018
1230,WILLUNGA,501500,2018
1231,WILLUNGA SOUTH,,2018
1232,WOODCROFT,402500,2018
1233,ANDREWS FARM,278000,2018
1234,ANGLE VALE,576500,2018
1235,BIBARINGA,,2018
1236,BLAKEVIEW,310000,2018
1237,BUCKLAND PARK,,2018
1238,CRAIGMORE,303000,2018
1239,DAVOREN PARK,210000,2018
1240,EDINBURGH,,2018
1241,EDINBURGH NORTH,,2018
1242,ELIZABETH,220000,2018
1243,ELIZABETH DOWNS,205000,2018
1244,ELIZABETH EAST,237000,2018
1245,ELIZABETH GROVE,220000,2018
1246,ELIZABETH NORTH,200000,2018
1247,ELIZABETH PARK,221000,2018
1248,ELIZABETH SOUTH,230000,2018
1249,ELIZABETH VALE,240000,2018
1250,EVANSTON PARK,358000,2018
1251,EYRE,325000,2018
1252,GOULD CREEK,,2018
1253,HILLBANK,336250,2018
1254,HILLIER,,2018
1255,HUMBUG SCRUB,,2018
1256,MACDONALD PARK,,2018
1257,MUNNO PARA,248750,2018
1258,MUNNO PARA DOWNS,,2018
1259,MUNNO PARA WEST,288500,2018
1260,ONE TREE HILL,670000,2018
1261,PENFIELD,,2018
1262,PENFIELD GARDENS,,2018
1263,SAMPSON FLAT,,2018
1264,SMITHFIELD,250000,2018
1265,SMITHFIELD PLAINS,211500,2018
1266,ST KILDA,,2018
1267,ULEYBURY,,2018
1268,VIRGINIA,470000,2018
1269,WATERLOO CORNER,,2018
1270,YATTALUNGA,,2018
1271,ALBERTON,490000,2018
1272,ANGLE PARK,495000,2018
1273,BIRKENHEAD,435000,2018
1274,BLAIR ATHOL,457750,2018
1275,BROADVIEW,505000,2018
1276,CLEARVIEW,449000,2018
1277,CROYDON PARK,499500,2018
1278,DERNANCOURT,481750,2018
1279,DEVON PARK,496500,2018
1280,DRY CREEK,300000,2018
1281,DUDLEY PARK,403000,2018
1282,ENFIELD,465000,2018
1283,ETHELTON,488750,2018
1284,EXETER,531000,2018
1285,FERRYDEN PARK,500000,2018
1286,GEPPS CROSS,355000,2018
1287,GILLES PLAINS,385000,2018
1288,GILLMAN,,2018
1289,GLANVILLE,370000,2018
1290,GREENACRES,475000,2018
1291,HAMPSTEAD GARDENS,545000,2018
1292,HILLCREST,455000,2018
1293,HOLDEN HILL,370000,2018
1294,KILBURN,543500,2018
1295,KLEMZIG,587500,2018
1296,LARGS BAY,596000,2018
1297,LARGS NORTH,498500,2018
1298,LIGHTSVIEW,480000,2018
1299,MANNINGHAM,571250,2018
1300,MANSFIELD PARK,447000,2018
1301,NEW PORT,,2018
1302,NORTH HAVEN,622500,2018
1303,NORTHFIELD,415000,2018
1304,NORTHGATE,580000,2018
1305,OAKDEN,434000,2018
1306,OSBORNE,382500,2018
1307,OTTOWAY,426000,2018
1308,OUTER HARBOR,,2018
1309,OVINGHAM,840000,2018
1310,PETERHEAD,360000,2018
1311,PORT ADELAIDE,275100,2018
1312,PROSPECT,733000,2018
1313,QUEENSTOWN,440000,2018
1314,REGENCY PARK,,2018
1315,ROSEWATER,414000,2018
1316,SEFTON PARK,,2018
1317,SEMAPHORE,737500,2018
1318,SEMAPHORE SOUTH,,2018
1319,TAPEROO,358750,2018
1320,VALLEY VIEW,375000,2018
1321,WALKLEY HEIGHTS,595000,2018
1322,WINDSOR GARDENS,451500,2018
1323,WINGFIELD,311250,2018
1324,WOODVILLE GARDENS,393000,2018
1325,BROADVIEW,505000,2018
1326,COLLINSWOOD,861250,2018
1327,FITZROY,,2018
1328,MEDINDIE GARDENS,,2018
1329,NAILSWORTH,797500,2018
1330,OVINGHAM,840000,2018
1331,PROSPECT,733000,2018
1332,SEFTON PARK,,2018
1333,THORNGATE,,2018
1334,BOLIVAR,,2018
1335,BRAHMA LODGE,259000,2018
1336,BURTON,318000,2018
1337,CAVAN,,2018
1338,DIREK,333000,2018
1339,DRY CREEK,300000,2018
1340,EDINBURGH,,2018
1341,ELIZABETH VALE,240000,2018
1342,GLOBE DERBY PARK,,2018
1343,GREEN FIELDS,,2018
1344,GULFVIEW HEIGHTS,394000,2018
1345,INGLE FARM,336500,2018
1346,MAWSON LAKES,441500,2018
1347,MODBURY HEIGHTS,410000,2018
1348,PARA HILLS,343000,2018
1349,PARA HILLS WEST,324250,2018
1350,PARA VISTA,367000,2018
1351,PARAFIELD GARDENS,350000,2018
1352,PARALOWIE,320000,2018
1353,POORAKA,394000,2018
1354,SALISBURY,310000,2018
1355,SALISBURY DOWNS,321500,2018
1356,SALISBURY EAST,319000,2018
1357,SALISBURY HEIGHTS,392000,2018
1358,SALISBURY NORTH,270000,2018
1359,SALISBURY PARK,285000,2018
1360,SALISBURY PLAIN,282500,2018
1361,SALISBURY SOUTH,,2018
1362,ST KILDA,,2018
1363,VALLEY VIEW,375000,2018
1364,WALKLEY HEIGHTS,595000,2018
1365,WATERLOO CORNER,,2018
1366,BANKSIA PARK,390000,2018
1367,DERNANCOURT,481750,2018
1368,FAIRVIEW PARK,372500,2018
1369,GILLES PLAINS,385000,2018
1370,GOLDEN GROVE,460000,2018
1371,GOULD CREEK,,2018
1372,GREENWITH,452500,2018
1373,GULFVIEW HEIGHTS,394000,2018
1374,HIGHBURY,450000,2018
1375,HOLDEN HILL,370000,2018
1376,HOPE VALLEY,413250,2018
1377,MODBURY,392500,2018
1378,MODBURY HEIGHTS,410000,2018
1379,MODBURY NORTH,390250,2018
1380,REDWOOD PARK,388000,2018
1381,RIDGEHAVEN,355000,2018
1382,SALISBURY EAST,319000,2018
1383,SALISBURY HEIGHTS,392000,2018
1384,ST AGNES,372500,2018
1385,SURREY DOWNS,338000,2018
1386,TEA TREE GULLY,470000,2018
1387,VALLEY VIEW,375000,2018
1388,VISTA,348500,2018
1389,WYNN VALE,395000,2018
1390,YATALA VALE,,2018
1391,BLACK FOREST,700000,2018
1392,CLARENCE PARK,680000,2018
1393,EVERARD PARK,830000,2018
1394,FORESTVILLE,695000,2018
1395,FULLARTON,915000,2018
1396,GOODWOOD,930000,2018
1397,HIGHGATE,755500,2018
1398,HYDE PARK,1793000,2018
1399,KESWICK,,2018
1400,KINGS PARK,769500,2018
1401,MALVERN,1257500,2018
1402,MILLSWOOD,1268000,2018
1403,MYRTLE BANK,987000,2018
1404,PARKSIDE,954700,2018
1405,UNLEY,1045000,2018
1406,UNLEY PARK,2330000,2018
1407,WAYVILLE,1400000,2018
1408,GILBERTON,2550000,2018
1409,MEDINDIE,3365000,2018
1410,VALE PARK,605000,2018
1411,WALKERVILLE,1360000,2018
1412,ADELAIDE AIRPORT,,2018
1413,ASHFORD,,2018
1414,BROOKLYN PARK,577000,2018
1415,CAMDEN PARK,622500,2018
1416,COWANDILLA,470000,2018
1417,FULHAM,715000,2018
1418,GLANDORE,680000,2018
1419,GLENELG NORTH,775000,2018
1420,HILTON,512500,2018
1421,KESWICK,,2018
1422,KESWICK TERMINAL,,2018
1423,KURRALTA PARK,623000,2018
1424,LOCKLEYS,627000,2018
1425,MARLESTON,574500,2018
1426,MILE END,572500,2018
1427,MILE END SOUTH,,2018
1428,NETLEY,538850,2018
1429,NORTH PLYMPTON,545000,2018
1430,NOVAR GARDENS,701000,2018
1431,PLYMPTON,629500,2018
1432,RICHMOND,492000,2018
1433,THEBARTON,560000,2018
1434,TORRENSVILLE,545000,2018
1435,UNDERDALE,610500,2018
1436,WEST BEACH,691250,2018
1437,WEST RICHMOND,430000,2018
1438,Albion Park,525000,2016
1439,Albion Park Rail,525000,2016
1440,Badgerys Creek,695000,2016
1441,Barrack Heights,525000,2016
1442,Barrack Point,525000,2016
1443,Belimbla Park,680000,2016
1444,Belmont,471000,2016
1445,Bickley Vale,700000,2016
1446,Bilpin,635000,2016
1447,Blackbutt,525000,2016
1448,Blaxlands Ridge,635000,2016
1449,Brownlow Hill,680000,2016
1450,Camden,700000,2016
1451,Camden Park,680000,2016
1452,Camden South,700000,2016
1453,Cardiff,471000,2016
1454,Carlton,880000,2016
1455,Catherine Hill Bay,471000,2016
1456,Caves Beach,471000,2016
1457,Cawdor,680000,2016
1458,Charlestown,471000,2016
1459,Clovelly,1100000,2016
1460,Cobbitty,700000,2016
1461,Couridjah,680000,2016
1462,Croom,525000,2016
1463,Dunmore,525000,2016
1464,East Kurrajong,635000,2016
1465,Elderslie,700000,2016
1466,Ellis Lane,700000,2016
1467,Fern Bay,449000,2016
1468,Flinders,525000,2016
1469,Glen Oak,449000,2016
1470,Glendale,471000,2016
1471,Glenmore,680000,2016
1472,Grasmere,700000,2016
1473,Hinton,449000,2016
1474,Kingsgrove,760000,2016
1475,Kirkham,700000,2016
1476,Kurrajong,635000,2016
1477,Kurrajong Heights,635000,2016
1478,Kurrajong Hills,635000,2016
1479,Lake Illawarra,525000,2016
1480,Leets Vale,1089000,2016
1481,Maldon,680000,2016
1482,Mount Hunter,680000,2016
1483,Mount Hutton,471000,2016
1484,Mount Pritchard,700000,2016
1485,Mount Warrigal,525000,2016
1486,Mountain Lagoon,635000,2016
1487,Mowbray Park,680000,2016
1488,Mulbring,316000,2016
1489,Nattai,680000,2016
1490,North Macquarie,525000,2016
1491,Oakdale,680000,2016
1492,Oran Park,700000,2016
1493,Orangeville,680000,2016
1494,Picton,680000,2016
1495,Prospect,632000,2016
1496,Razorback,680000,2016
1497,Redhead,471000,2016
1498,Riverstone,632000,2016
1499,Rose Bay,1200000,2016
1500,Rouse Hill,1089000,2016
1501,Shell Cove,525000,2016
1502,Shellharbour,525000,2016
1503,Shellharbour City Centre,525000,2016
1504,Spring Farm,700000,2016
1505,St Leonards,1050000,2016
1506,St Marys,589000,2016
1507,Swansea,471000,2016
1508,The Devils Wilderness,578000,2016
1509,The Oaks,680000,2016
1510,Theresa Park,680000,2016
1511,Tongarra,525000,2016
1512,Toongabbie,708000,2016
1513,Toronto,471000,2016
1514,Tullimbar,525000,2016
1515,Vaucluse,1200000,2016
1516,Vineyard,632000,2016
1517,Wallalong,449000,2016
1518,Warilla,525000,2016
1519,Warners Bay,471000,2016
1520,Werombi,680000,2016
1521,Wilton,680000,2016
1522,Winston Hills,720000,2016
1523,Wisemans Ferry,635000,2016
1524,Yallah,595000,2016
1525,Agnes Banks,612000,2016
1526,Annandale,1127000,2016
1527,Baulkham Hills,904500,2016
1528,Berambing,606500,2016
1529,Butterwick,433000,2016
1530,Buxton,629000,2016
1531,Calderwood,560000,2016
1532,Camperdown,957500,2016
1533,Cattai,862000,2016
1534,Cecil Park,697500,2016
1535,Central Mangrove,540000,2016
1536,Chatswood West,1253000,2016
1537,Chester Hill,764000,2016
1538,Denham Court,620000,2016
1539,Duns Creek,433000,2016
1540,Holroyd,714000,2016
1541,Ingleside,1213000,2016
1542,Kemps Creek,642000,2016
1543,Kulnura,540000,2016
1544,Lane Cove North,1160500,2016
1545,Leppington,697500,2016
1546,Lidcombe,714000,2016
1547,Lower Portland,862000,2016
1548,Luddenham,642000,2016
1549,Maraylya,862000,2016
1550,Mays Hill,714000,2016
1551,Narrabeen,1213000,2016
1552,Narwee,736500,2016
1553,Newtown,957500,2016
1554,North Rocks,904500,2016
1555,Oak Flats,560000,2016
1556,Paddington,1319500,2016
1557,Pendle Hill,714000,2016
1558,Regents Park,764000,2016
1559,Riverwood,736500,2016
1560,Rosebery,895500,2016
1561,Roseville,1543000,2016
1562,Smithfield,704000,2016
1563,Sydney Olympic Park,714000,2016
1564,Villawood,760000,2016
1565,Wallacia,642000,2016
1566,Wentworthville,714000,2016
1567,Westmead,714000,2016
1568,Woodville,433000,2016
1569,Yellow Rock,560000,2016
1570,Yennora,704000,2016
1571,Homebush West,715000,2016
1572,Oatley,773000,2016
1573,Abbotsbury,700000,2016
1574,Abbotsford,1006000,2016
1575,Aberdare,316000,2016
1576,Aberglasslyn,417000,2016
1577,Abermain,316000,2016
1578,Acacia Gardens,632000,2016
1579,Adamstown,491000,2016
1580,Adamstown Heights,491000,2016
1581,Airds,545000,2016
1582,Akuna Bay,1391000,2016
1583,Alexandria,930000,2016
1584,Alfords Point,900000,2016
1585,Alison,480000,2016
1586,Allambie Heights,1035000,2016
1587,Allandale,417000,2016
1588,Allawah,880000,2016
1589,Ambarvale,545000,2016
1590,Anambah,417000,2016
1591,Anna Bay,449000,2016
1592,Annangrove,1089000,2016
1593,Appin,680000,2016
1594,Arcadia Vale,491000,2016
1595,Argenton,491000,2016
1596,Arncliffe,760000,2016
1597,Arndell Park,632000,2016
1598,Artarman Industrial Area,1486000,2016
1599,Artarmon,1486000,2016
1600,Ashbury,700000,2016
1601,Ashcroft,695000,2016
1602,Ashfield,825000,2016
1603,Ashtonfield,417000,2016
1604,Auburn,708000,2016
1605,Austinmer,595000,2016
